full_address,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
1817 SWANN STREET NW,1817 SWANN STREET NW,396330.46,138571.16,38.9149993,-77.04231206,Ward 2,4202,20009,241172,,100,DC Address,
1825 19TH STREET NW,1825 19TH STREET NW,396257.39,138578.09,38.91506142,-77.04315464,Ward 2,4202,20009,241143,,100,DC Address,
1815 19TH STREET NW,1815 19TH STREET NW,396259.8,138528.48,38.91461453,-77.04312658,Ward 2,4202,20009,241138,,100,DC Address,
1830 18TH STREET NW,1830 18TH STREET NW,396362.02,138579.19,38.91507177,-77.0419482,Ward 2,4202,20009,241166,,100,DC Address,
1801 SWANN STREET NW,1801 SWANN STREET NW,396361.6,138563.04,38.91492629,-77.04195296,Ward 2,4202,20009,243133,,100,DC Address,
1823 S STREET NW,1823 S STREET NW,396318.46,138490.95,38.9142767,-77.04245,Ward 2,4202,20009,241114,,100,DC Address,
1823 RIGGS PLACE NW,1823 RIGGS PLACE NW,396302.38,138408.19,38.9135311,-77.04263497,Ward 2,4202,20009,226477,,100,DC Address,
1824 S STREET NW,1824 S STREET NW,396292.95,138443.18,38.91384626,-77.04274389,Ward 2,4202,20009,226490,,100,DC Address,
1810 RIGGS PLACE NW,1810 RIGGS PLACE NW,396342.62,138378.47,38.91326354,-77.04217082,Ward 2,4202,20009,243046,,100,DC Address,
1841 R STREET NW,1841 R STREET NW,396275.66,138324.94,38.91278104,-77.04294261,Ward 2,4202,20009,226537,,100,DC Address,
1117 NEW HAMPSHIRE AVENUE NW,1117 NEW HAMPSHIRE AVENUE NW,395827.8,137376.15,38.904232,-77.04810078,Ward 2,10700,20037,226388,,100,DC Address,
1904 R STREET NW,1904 R STREET NW,396192.43,138285.09,38.9124217,-77.04390205,Ward 2,4202,20009,226445,,100,DC Address,
1155 23RD STREET NW,1155 23RD STREET NW,395679.03,137451.13,38.90490673,-77.0498164,Ward 2,5500,20037,243032,,100,DC Address,
2012 O STREET NW,2012 O STREET NW,396052.44,137838.35,38.9083967,-77.04551359,Ward 2,5500,20036,226650,,100,DC Address,
1330 NEW HAMPSHIRE AVENUE NW,1330 NEW HAMPSHIRE AVENUE NW,396072.49,137801.46,38.90806447,-77.04528221,Ward 2,5500,20036,226576,,100,DC Address,
1321 21ST STREET NW,1321 21ST STREET NW,395979.4,137783.99,38.90790667,-77.04635539,Ward 2,5500,20036,242692,,100,DC Address,
2024 N STREET NW,2024 N STREET NW,395977.1,137693.07,38.90708762,-77.04638138,Ward 2,5500,20036,226178,,100,DC Address,
1279 21ST STREET NW,1279 21ST STREET NW,395970.5,137690.94,38.90706841,-77.04645746,Ward 2,5500,20036,226643,,100,DC Address,
1272 NEW HAMPSHIRE AVENUE NW,1272 NEW HAMPSHIRE AVENUE NW,395998.12,137692.93,38.90708646,-77.04613903,Ward 2,5500,20036,238133,,100,DC Address,
1817 19TH STREET NW,1817 19TH STREET NW,396260.45,138535.82,38.91468065,-77.04311913,Ward 2,4202,20009,226369,,100,DC Address,
1829 S STREET NW,1829 S STREET NW,396303.15,138492.58,38.91429131,-77.04262654,Ward 2,4202,20009,226460,,100,DC Address,
1811 19TH STREET NW,1811 19TH STREET NW,396262.45,138517.59,38.91451644,-77.04309597,Ward 2,4202,20009,226430,,100,DC Address,
1820 T STREET NW,1820 T STREET NW,396318.05,138614.6,38.91539057,-77.04245539,Ward 2,4202,20009,226453,,100,DC Address,
1816 T STREET NW,1816 T STREET NW,396322.94,138613.76,38.91538303,-77.042399,Ward 2,4202,20009,226364,,100,DC Address,
1830 T STREET NW,1830 T STREET NW,396285.77,138611.16,38.91535945,-77.04282758,Ward 2,4202,20009,226462,,100,DC Address,
1813 19TH STREET NW,1813 19TH STREET NW,396260.27,138523.82,38.91457255,-77.04312114,Ward 2,4202,20009,226452,,100,DC Address,
1833 S STREET NW,1833 S STREET NW,396291.64,138497.64,38.91433685,-77.04275928,Ward 2,4202,20009,226531,,100,DC Address,
1819 19TH STREET NW,1819 19TH STREET NW,396259.9,138542.42,38.91474011,-77.04312551,Ward 2,4202,20009,226403,,100,DC Address,
1832 SWANN STREET NW,1832 SWANN STREET NW,396297.09,138536.51,38.91468703,-77.04269665,Ward 2,4202,20009,241146,,100,DC Address,
1111 23RD STREET NW,1111 23RD STREET NW,395679.68,137394.26,38.90439443,-77.04980855,Ward 2,5500,20037,243030,,100,DC Address,
2024 HILLYER PLACE NW,2024 HILLYER PLACE NW,396013.06,138201.04,38.91166376,-77.04596973,Ward 2,5500,20009,242605,,100,DC Address,
2007 O STREET NW,2007 O STREET NW,396057.05,137884.79,38.90881507,-77.04546071,Ward 2,5500,20036,226629,,100,DC Address,
1409 21ST STREET NW,1409 21ST STREET NW,395976.66,137906.56,38.90901081,-77.0463877,Ward 2,5500,20036,226627,,100,DC Address,
1415 21ST STREET NW,1415 21ST STREET NW,395977.09,137924.76,38.90917477,-77.04638285,Ward 2,5500,20036,226659,,100,DC Address,
1425 HOPKINS STREET NW,1425 HOPKINS STREET NW,396040.34,137943.24,38.90934153,-77.0456537,Ward 2,5500,20036,278125,,100,DC Address,
2017 O STREET NW,2017 O STREET NW,396022.46,137878.04,38.9087541,-77.04585948,Ward 2,5500,20036,226199,,100,DC Address,
1124 25TH STREET NW,1124 25TH STREET NW,395361.71,137415.11,38.90458063,-77.05347454,Ward 2,5500,20037,274880,,100,DC Address,
1134 25TH STREET NW,1134 25TH STREET NW,395356.02,137449.71,38.90489229,-77.05354037,Ward 2,5500,20037,274859,,100,DC Address,
1116 25TH STREET NW,1116 25TH STREET NW,395359.43,137399.58,38.90444072,-77.05350072,Ward 2,5500,20037,274877,,100,DC Address,
1112 25TH STREET NW,1112 25TH STREET NW,395359.25,137390.46,38.90435856,-77.05350273,Ward 2,5500,20037,274071,,100,DC Address,
1126 25TH STREET NW,1126 25TH STREET NW,395359.44,137429.59,38.90471106,-77.05350081,Ward 2,5500,20037,285487,,100,DC Address,
2501 PENNSYLVANIA AVENUE NW,2501 PENNSYLVANIA AVENUE NW,395343.02,137352.33,38.90401499,-77.05368959,Ward 2,5500,20037,293225,,100,DC Address,
2600 PENNSYLVANIA AVENUE NW,2600 PENNSYLVANIA AVENUE NW,395220.84,137348.04,38.90397569,-77.05509815,Ward 2,5600,20037,274801,,100,DC Address,
2201 K STREET NW,2201 K STREET NW,395743.74,137215.52,38.90278459,-77.0490689,Ward 2,10700,20037,238144,,100,DC Address,
2209 WASHINGTON CIRCLE NW,2209 WASHINGTON CIRCLE NW,395724.29,137226.2,38.9028807,-77.0492932,Ward 2,10700,20037,226247,,100,DC Address,
1640 21ST STREET NW,1640 21ST STREET NW,395936.38,138274.09,38.91232146,-77.04685429,Ward 2,5500,20009,226044,,100,DC Address,
2501 M STREET NW,2501 M STREET NW,395332.05,137520.19,38.90552707,-77.0538172,Ward 2,5500,20037,274800,,100,DC Address,
2555 PENNSYLVANIA AVENUE NW,2555 PENNSYLVANIA AVENUE NW,395285.09,137387.18,38.90432862,-77.05435769,Ward 2,5500,20037,274805,,100,DC Address,
922 24TH STREET NW,922 24TH STREET NW,395519.11,137071.72,38.90148807,-77.05165764,Ward 2,5600,20037,274740,,100,DC Address,
5112 MACARTHUR BOULEVARD NW,5112 MACARTHUR BOULEVARD NW,391139.63,139709.91,38.92522053,-77.1021802,Ward 3,902,20016,285094,,100,DC Address,
3257 SUTTON PLACE NW,3257 SUTTON PLACE NW,392938.8,140544,38.93275056,-77.08144028,Ward 3,801,20016,309084,,100,DC Address,
3259 SUTTON PLACE NW,3259 SUTTON PLACE NW,392939.94,140555.08,38.93285038,-77.08142724,Ward 3,801,20016,309085,,100,DC Address,
3261 SUTTON PLACE NW,3261 SUTTON PLACE NW,392887.14,140522.8,38.93255917,-77.08203588,Ward 3,801,20016,309086,,100,DC Address,
3263 SUTTON PLACE NW,3263 SUTTON PLACE NW,392889.05,140535.38,38.93267251,-77.08201398,Ward 3,801,20016,309066,,100,DC Address,
3265 SUTTON PLACE NW,3265 SUTTON PLACE NW,392893.5,140546.69,38.93277443,-77.08196277,Ward 3,801,20016,309067,,100,DC Address,
3267 SUTTON PLACE NW,3267 SUTTON PLACE NW,392895.26,140557.81,38.93287462,-77.08194259,Ward 3,801,20016,309068,,100,DC Address,
3101 NEW MEXICO AVENUE NW,3101 NEW MEXICO AVENUE NW,392820.32,140561.01,38.93290283,-77.08280694,Ward 3,801,20016,275646,,100,DC Address,
629 CONSTITUTION AVENUE NE,629 CONSTITUTION AVENUE NE,400224.32,135984.53,38.89170566,-76.9974143,Ward 6,8200,20002,145692,,100,DC Address,
612 EAST CAPITOL STREET NE,612 EAST CAPITOL STREET NE,400185.99,135806.91,38.8901056,-76.99785617,Ward 6,8200,20003,145725,,100,DC Address,
1341 MARYLAND AVENUE NE,1341 MARYLAND AVENUE NE,401134.48,136722.67,38.89835439,-76.9869218,Ward 6,8001,20002,66627,,100,DC Address,
628 14TH STREET NE,628 14TH STREET NE,401231.73,136695.3,38.8981077,-76.98580076,Ward 6,8001,20002,3042,,100,DC Address,
630 14TH STREET NE,630 14TH STREET NE,401238.94,136711.18,38.89825075,-76.98571761,Ward 6,8001,20002,151087,,100,DC Address,
1304 F STREET NE,1304 F STREET NE,401041.53,136629.77,38.89751763,-76.98799346,Ward 6,8001,20002,68681,,100,DC Address,
1366 F STREET NE,1366 F STREET NE,401200.74,136628.62,38.89750707,-76.98615812,Ward 6,8001,20002,65687,,100,DC Address,
4101 ALBEMARLE STREET NW,4101 ALBEMARLE STREET NW,392993.84,142256.23,38.94817526,-77.08082296,Ward 3,1001,20016,300094,,100,DC Address,
3825 DAVIS PLACE NW,3825 DAVIS PLACE NW,393357.28,139595.78,38.92421197,-77.07660457,Ward 3,702,20007,224785,,100,DC Address,
2605 39TH STREET NW,2605 39TH STREET NW,393312.34,139570.5,38.9239839,-77.07712257,Ward 3,702,20007,224752,,100,DC Address,
2610 TUNLAW ROAD NW,2610 TUNLAW ROAD NW,393417.8,139592.98,38.9241872,-77.07590662,Ward 3,702,20007,224756,,100,DC Address,
2400 41ST STREET NW,2400 41ST STREET NW,392966.99,139366.88,38.92214693,-77.08110309,Ward 3,702,20007,274899,,100,DC Address,
2325 42ND STREET NW,2325 42ND STREET NW,392915.68,139358.94,38.92207499,-77.0816947,Ward 3,702,20007,274745,,100,DC Address,
3980 LANGLEY COURT NW,3980 LANGLEY COURT NW,393164.45,140915.62,38.93610001,-77.07884145,Ward 3,1002,20016,223356,,100,DC Address,
3970 LANGLEY COURT NW,3970 LANGLEY COURT NW,393181.45,140915.57,38.93609969,-77.07864537,Ward 3,1002,20016,223358,,100,DC Address,
3960 LANGLEY COURT NW,3960 LANGLEY COURT NW,393195.28,140907.25,38.93602485,-77.07848577,Ward 3,1002,20016,223360,,100,DC Address,
4000 TUNLAW ROAD NW,4000 TUNLAW ROAD NW,393041.79,139715.13,38.92528467,-77.08024404,Ward 3,702,20007,224803,,100,DC Address,
1711 35TH STREET NW,1711 35TH STREET NW,394015.65,138467.15,38.91404963,-77.06900234,Ward 2,202,20007,274898,,100,DC Address,
2111 WISCONSIN AVENUE NW,2111 WISCONSIN AVENUE NW,394055.32,138939.48,38.91830481,-77.06854901,Ward 3,400,20007,224740,,100,DC Address,
1434 POTOMAC AVENUE SE,1434 POTOMAC AVENUE SE,401356.75,134803.72,38.88106746,-76.98436327,Ward 6,6900,20003,145212,,100,DC Address,
1400 K STREET SE,1400 K STREET SE,401277.46,134524.87,38.87855559,-76.98527762,Ward 6,7100,20003,65291,,100,DC Address,
1402 K STREET SE,1402 K STREET SE,401282.95,134525.03,38.87855702,-76.98521435,Ward 6,7100,20003,309742,,100,DC Address,
1404 K STREET SE,1404 K STREET SE,401288.67,134525.39,38.87856025,-76.98514843,Ward 6,7100,20003,309743,,100,DC Address,
918 14TH STREET SE,918 14TH STREET SE,401279.75,134630.22,38.87950462,-76.98525103,Ward 6,7100,20003,82408,,100,DC Address,
1424 L STREET SE,1424 L STREET SE,401354.37,134430.96,38.87770949,-76.98439144,Ward 6,7100,20003,63953,,100,DC Address,
1401 K STREET SE,1401 K STREET SE,401276.06,134487.3,38.87821714,-76.98529382,Ward 6,7100,20003,65111,,100,DC Address,
1433 K STREET SE,1433 K STREET SE,401354.03,134486.89,38.87821333,-76.98439525,Ward 6,7100,20003,63487,,100,DC Address,
1519 CONSTITUTION AVENUE NE,1519 CONSTITUTION AVENUE NE,401478.79,135999.38,38.89183822,-76.98295417,Ward 6,8002,20002,61642,,100,DC Address,
109 15TH STREET NE,109 15TH STREET NE,401442.03,135934.32,38.8912522,-76.98337804,Ward 6,8002,20002,74647,,100,DC Address,
125 15TH STREET NE,125 15TH STREET NE,401438.09,135981.72,38.89167886,-76.98342335,Ward 6,8002,20002,309784,,100,DC Address,
1077 30TH STREET NW,1077 30TH STREET NW,394909.35,137305.51,38.90359081,-77.05868895,Ward 2,100,20007,274892,,100,DC Address,
2725 39TH STREET NW,2725 39TH STREET NW,393186.67,139716.47,38.92529788,-77.07857326,Ward 3,702,20007,224273,,100,DC Address,
4201 CATHEDRAL AVENUE NW,4201 CATHEDRAL AVENUE NW,392805.34,140330.13,38.93082287,-77.08297729,Ward 3,801,20016,224793,,100,DC Address,
3950 LANGLEY COURT NW,3950 LANGLEY COURT NW,393212.89,140912.63,38.93607345,-77.07828271,Ward 3,1002,20016,223362,,100,DC Address,
3940 LANGLEY COURT NW,3940 LANGLEY COURT NW,393229.55,140916.27,38.93610637,-77.07809059,Ward 3,1002,20016,223364,,100,DC Address,
3930 LANGLEY COURT NW,3930 LANGLEY COURT NW,393232.84,140932.8,38.9362553,-77.0780528,Ward 3,1002,20016,223357,,100,DC Address,
3540 39TH STREET NW,3540 39TH STREET NW,393259.63,140974.48,38.93663097,-77.07774422,Ward 3,1002,20016,223211,,100,DC Address,
3530 39TH STREET NW,3530 39TH STREET NW,393248.9,140961.14,38.93651072,-77.07786785,Ward 3,1002,20016,223207,,100,DC Address,
3520 39TH STREET NW,3520 39TH STREET NW,393255.98,140944.27,38.93635881,-77.07778602,Ward 3,1002,20016,223214,,100,DC Address,
4700 UPTON STREET NW,4700 UPTON STREET NW,391946.26,141572.79,38.94200967,-77.09289979,Ward 3,901,20016,266870,,100,DC Address,
601 A STREET NE,601 A STREET NE,400159.17,135882.58,38.89078727,-76.99816529,Ward 6,8200,20002,5733,,100,DC Address,
642 INDEPENDENCE AVENUE SE,642 INDEPENDENCE AVENUE SE,400245.75,135553,38.88781827,-76.99716743,Ward 6,6600,20003,145720,,100,DC Address,
626 INDEPENDENCE AVENUE SE,626 INDEPENDENCE AVENUE SE,400202.32,135544.48,38.88774153,-76.99766802,Ward 6,6600,20003,3190,,100,DC Address,
4200 CATHEDRAL AVENUE NW,4200 CATHEDRAL AVENUE NW,392808.76,140206.42,38.92970849,-77.08293655,Ward 3,801,20016,224794,,100,DC Address,
4481 MACARTHUR BOULEVARD NW,4481 MACARTHUR BOULEVARD NW,392683.37,137851.29,38.90849168,-77.08435758,Ward 3,802,20007,274855,,100,DC Address,
4200 MASSACHUSETTS AVENUE NW,4200 MASSACHUSETTS AVENUE NW,392795.75,140803.23,38.93508462,-77.08309286,Ward 3,801,20016,224798,,100,DC Address,
634 NORTH CAROLINA AVENUE SE,634 NORTH CAROLINA AVENUE SE,400236.65,135493.39,38.88728128,-76.99727234,Ward 6,6600,20003,145709,,100,DC Address,
631 NORTH CAROLINA AVENUE SE,631 NORTH CAROLINA AVENUE SE,400228.76,135418.02,38.88660232,-76.99736331,Ward 6,6600,20003,2866,,100,DC Address,
401 13TH STREET NE,401 13TH STREET NE,401035.54,136360.8,38.89509466,-76.98806292,Ward 6,8001,20002,150793,,100,DC Address,
4114 DAVIS PLACE NW,4114 DAVIS PLACE NW,392924.47,139488.2,38.92323948,-77.08159467,Ward 3,702,20007,274864,,100,DC Address,
725 5TH STREET SE,725 5TH STREET SE,400016.94,134733.83,38.88043891,-76.99980477,Ward 6,7000,20003,289642,,100,DC Address,
215 WARREN STREET NE,215 WARREN STREET NE,401187.67,136082.24,38.89258509,-76.98630973,Ward 6,8002,20002,51027,,100,DC Address,
202 WARREN STREET NE,202 WARREN STREET NE,401163.22,136052.04,38.89231307,-76.98659162,Ward 6,8002,20002,52514,,100,DC Address,
1520 INDEPENDENCE AVENUE SE,1520 INDEPENDENCE AVENUE SE,401465.59,135550.77,38.88779699,-76.98310729,Ward 6,6801,20003,61494,,100,DC Address,
1524 INDEPENDENCE AVENUE SE,1524 INDEPENDENCE AVENUE SE,401481.99,135552.51,38.88781264,-76.98291825,Ward 6,6801,20003,61456,,100,DC Address,
1526 MASSACHUSETTS AVENUE SE,1526 MASSACHUSETTS AVENUE SE,401494.23,135469.98,38.88706916,-76.98277735,Ward 6,6801,20003,61324,,100,DC Address,
284 15TH STREET SE,284 15TH STREET SE,401438.78,135295.49,38.88549738,-76.98341684,Ward 6,6802,20003,289722,,100,DC Address,
254 15TH STREET SE,254 15TH STREET SE,401441.12,135370.05,38.88616904,-76.98338971,Ward 6,6802,20003,46217,,100,DC Address,
524 15TH STREET SE,524 15TH STREET SE,401439.11,134915.63,38.88207545,-76.98341383,Ward 6,6802,20003,309043,,100,DC Address,
526 15TH STREET SE,526 15TH STREET SE,401439.22,134910.7,38.88203104,-76.98341257,Ward 6,6802,20003,308993,,100,DC Address,
600 KENTUCKY AVENUE SE,600 KENTUCKY AVENUE SE,401437.29,134904.23,38.88197276,-76.98343483,Ward 6,6802,20003,309113,,100,DC Address,
602 KENTUCKY AVENUE SE,602 KENTUCKY AVENUE SE,401441.46,134898.81,38.88192393,-76.98338678,Ward 6,6802,20003,309080,,100,DC Address,
604 KENTUCKY AVENUE SE,604 KENTUCKY AVENUE SE,401444.3,134894.97,38.88188933,-76.98335406,Ward 6,6802,20003,309022,,100,DC Address,
606 KENTUCKY AVENUE SE,606 KENTUCKY AVENUE SE,401446.97,134890.8,38.88185176,-76.98332329,Ward 6,6802,20003,309115,,100,DC Address,
1117 5TH STREET NE,1117 5TH STREET NE,400066.06,137368.18,38.90417011,-76.9992384,Ward 6,10600,20002,73919,,100,DC Address,
1132 6TH STREET NE,1132 6TH STREET NE,400116.66,137430.72,38.90473348,-76.99865503,Ward 6,10600,20002,73196,,100,DC Address,
1134 6TH STREET NE,1134 6TH STREET NE,400116.62,137435.78,38.90477907,-76.99865549,Ward 6,10600,20002,73234,,100,DC Address,
1119 5TH STREET NE,1119 5TH STREET NE,400065.32,137372.97,38.90421326,-76.99924693,Ward 6,10600,20002,301213,,100,DC Address,
507 M STREET NE,507 M STREET NE,400078.58,137509.75,38.90544542,-76.99909405,Ward 6,10600,20002,13855,,100,DC Address,
509 M STREET NE,509 M STREET NE,400084.08,137509.59,38.90544398,-76.99903064,Ward 6,10600,20002,306763,,100,DC Address,
1131 5TH STREET NE,1131 5TH STREET NE,400065.8,137411.26,38.90455818,-76.9992414,Ward 6,10600,20002,310873,,100,DC Address,
1133 5TH STREET NE,1133 5TH STREET NE,400065.86,137416.76,38.90460773,-76.9992407,Ward 6,10600,20002,73216,,100,DC Address,
1110 6TH STREET NE,1110 6TH STREET NE,400117.88,137374.06,38.90422274,-76.99864098,Ward 6,10600,20002,74056,,100,DC Address,
1143 5TH STREET NE,1143 5TH STREET NE,400062.58,137446.41,38.90487483,-76.99927852,Ward 6,10600,20002,72968,,100,DC Address,
1032 6TH STREET NE,1032 6TH STREET NE,400112.9,137280.28,38.90337827,-76.99869841,Ward 6,10600,20002,145314,,100,DC Address,
1034 6TH STREET NE,1034 6TH STREET NE,400112.97,137286.12,38.90343088,-76.9986976,Ward 6,10600,20002,145313,,100,DC Address,
1038 6TH STREET NE,1038 6TH STREET NE,400112.98,137297.16,38.90353033,-76.99869748,Ward 6,10600,20002,146304,,100,DC Address,
507 K STREET NE,507 K STREET NE,400081.02,137155.96,38.90225835,-76.99906596,Ward 6,10600,20002,13851,,100,DC Address,
815 5TH STREET NE,815 5TH STREET NE,400066.18,136985.88,38.90072621,-76.99923706,Ward 6,10600,20002,80323,,100,DC Address,
4301 MASSACHUSETTS AVENUE NW,4301 MASSACHUSETTS AVENUE NW,392790.7,140986.17,38.93673256,-77.08315303,Ward 3,1002,20016,223336,,100,DC Address,
